pkg,licenses
haskell-monad-loops,custom:PublicDomain
haskell-monad-memo,BSD
haskell-monad-par,BSD
haskell-monad-par-extras,BSD
haskell-monad-parallel,BSD
haskell-monad-time,BSD
haskell-monadlib,BSD
haskell-monadplus,BSD
haskell-monadprompt,BSD
haskell-monadrandom,custom
haskell-monads-tf,BSD
haskell-mono-traversable,MIT
haskell-mono-traversable-instances,MIT
haskell-monoid-subclasses,BSD
haskell-mountpoints,LGPL
haskell-mtl-prelude,MIT
haskell-mueval,BSD
haskell-multimap,MIT
haskell-multistate,BSD
haskell-murmur-hash,BSD
haskell-mustache,BSD
haskell-mutable-containers,MIT
haskell-mwc-random,BSD
haskell-mysql,BSD
haskell-mysql-simple,BSD
haskell-nanospec,MIT
haskell-natural-transformation,BSD
haskell-neat-interpolation,MIT
haskell-netlink,BSD
haskell-nettle,MIT
haskell-network,BSD
haskell-network-bsd,MIT
haskell-network-byte-order,BSD
haskell-network-info,BSD
haskell-network-ip,BSD
haskell-network-multicast,custom:PublicDomain
haskell-network-protocol-xmpp,GPL3
haskell-network-run,BSD
haskell-network-simple,BSD
haskell-network-udp,BSD
haskell-network-uri,BSD
haskell-newtype,BSD
haskell-newtype-generics,BSD
haskell-non-negative,GPL
